Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitochondrial translation termination Homo sapiens R-HSA-5419276	21/84	6.833140063978084E-5	4.56467630669805E-4	0	0	2.9893226559893225	28.67101554011623	MRPS26;MRPS16;MRPS14;MRPS25;MRPS36;MRPS22;MRPS33;MRPL18;MRPS34;MRPL49;MRPS31;MRPL27;MRPS18A;MRPL15;MRPL12;MRPL46;MRPL4;MRPL30;MRPS9;AURKAIP1;MTRF1L
Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705	43/233	7.041140866964008E-5	4.679869384305371E-4	0	0	2.037643831238014	19.482229020709575	KLB;PSMD10;AHCYL1;CUL1;ITPR1;ITPR2;ITPR3;PSMA7;PSMD9;PSMB7;NRAS;PSMB5;PSMB2;ERBB3;PSMB3;AKT2;PSMB1;ERBB2;THEM4;PIP4K2B;IKBKG;GAB1;PPP2R5A;FRS2;PPP2R5C;PSMA5;MOV10;PSMA6;PSMA3;PSMA4;CREB1;PSMA1;PSMC4;RPS6KB2;PSME1;REL;PSME2;GRB2;KRAS;CALM1;FGFR4;NFKBIE;FGFR2
Regulation of RAS by GAPs Homo sapiens R-HSA-5658442	18/67	8.134869485324598E-5	5.379642333008628E-4	0	0	3.291986659731359	30.999867286158576	PSMD10;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;NRAS;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;KRAS
APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143	21/85	8.22238430838658E-5	5.383411815839174E-4	0	0	2.9424502627627627	27.67687912556859	PSMD10;ANAPC16;UBE2E1;CUL1;AURKB;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;MAD2L1
Regulation of mitotic cell cycle Homo sapiens R-HSA-453276	21/85	8.22238430838658E-5	5.383411815839174E-4	0	0	2.9424502627627627	27.67687912556859	PSMD10;ANAPC16;UBE2E1;CUL1;AURKB;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;MAD2L1
Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408	20/79	8.350078060534966E-5	5.439951845378224E-4	0	0	3.0391466919900627	28.539576795086056	PSMD10;ANAPC16;UBE2E1;CUL1;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;MAD2L1
Degradation of DVL Homo sapiens R-HSA-4641258	16/56	8.989928054387174E-5	5.827953359395824E-4	0	0	3.582825761357963	33.38054492902185	PSMD10;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2
COPII (Coat Protein 2) Mediated Vesicle Transport Homo sapiens R-HSA-204005	18/68	1.0030681061009033E-4	6.460324330659606E-4	0	0	3.225967016491754	29.70237179404534	ANKRD28;RAB1A;SERPINA1;TMED10;LMAN2L;CTSZ;TRAPPC9;F5;LMAN1;SEC23IP;TFG;TRAPPC6B;PPP6R3;TMED2;STX5;PREB;SEC22B;CTSC
RHO GTPases activate PAKs Homo sapiens R-HSA-5627123	9/21	1.015728934561637E-4	6.460324330659606E-4	0	0	6.704850746268657	61.64931815016097	CTTN;MYH14;MYH9;MYH11;NF2;RAC1;CALM1;MYH10;MYL12B
Mitochondrial tRNA aminoacylation Homo sapiens R-HSA-379726	9/21	1.015728934561637E-4	6.460324330659606E-4	0	0	6.704850746268657	61.64931815016097	LARS2;QARS;MARS2;PARS2;NARS2;GARS;YARS2;CARS2;WARS2
APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176409	19/74	1.0161756355976736E-4	6.460324330659606E-4	0	0	3.096309090909091	28.468376617110444	PSMD10;ANAPC16;UBE2E1;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;MAD2L1
Activation of DNA fragmentation factor Homo sapiens R-HSA-211227	7/13	1.0469939050288442E-4	6.530066251269948E-4	0	0	10.422879390324718	95.51961579892883	DFFB;DFFA;H1F0;HMGB2;HIST1H1D;HMGB1;KPNA1
Apoptosis induced DNA fragmentation Homo sapiens R-HSA-140342	7/13	1.0469939050288442E-4	6.530066251269948E-4	0	0	10.422879390324718	95.51961579892883	DFFB;DFFA;H1F0;HMGB2;HIST1H1D;HMGB1;KPNA1
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism Homo sapiens R-HSA-2046104	7/13	1.0469939050288442E-4	6.530066251269948E-4	0	0	10.422879390324718	95.51961579892883	ELOVL1;FADS2;ACOT8;ELOVL2;HSD17B4;ACAA1;ABCD1
alpha-linolenic acid (ALA) metabolism Homo sapiens R-HSA-2046106	7/13	1.0469939050288442E-4	6.530066251269948E-4	0	0	10.422879390324718	95.51961579892883	ELOVL1;FADS2;ACOT8;ELOVL2;HSD17B4;ACAA1;ABCD1
FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	50/289	1.0616815555560692E-4	6.590438335432958E-4	0	0	1.8850764251760022	17.24936609284394	KLB;YWHAB;ARAF;PEBP1;PSMD9;RAC1;SPTAN1;JAK1;FGB;DUSP5;FGA;FGG;PPP2R5A;FRS2;PPP2R5C;VAV2;APBB1IP;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSME1;PSME2;RAPGEF2;PSMD10;SPTBN5;CAMK2D;PHB;PSMA7;PSMB7;NRAS;PSMB5;PSMB2;ERBB3;PSMB3;PSMB1;ERBB2;CAMK2G;SPTBN1;JUN;FN1;PPP5C;PSMC4;GRB2;KRAS;CALM1;FGFR4;MAP3K11;FGFR2
Vesicle-mediated transport Homo sapiens R-HSA-5653656	76/492	1.1210461753753555E-4	6.926275900441163E-4	0	0	1.6515647887881548	15.022762202802072	YWHAE;APP;ARF1;SERPINA1;TFRC;YWHAB;CTSZ;CLTA;PIK3C2A;USE1;KIF15;TFG;YWHAQ;AKT2;PPP6R3;TMED2;MAN1A1;RAC1;SPTAN1;AP2M1;CTSC;RAB8A;HSP90AA1;VPS37C;AP1B1;APOA1;ANK1;YWHAZ;F5;TRAPPC6B;CHMP4B;PREB;DNASE2;MASP1;SEC22B;CHMP7;PAFAH1B2;FTL;RAB1A;SPTBN5;TMED10;LRP1;LMAN2L;STX16;VPS4A;RHOBTB3;STX10;LMAN1;CYTH2;HSPH1;RACGAP1;KIF3B;BLOC1S3;STX5;VPS54;SFN;APOE;APOB;SPTBN1;ANKRD28;SORT1;GALNT1;TRAPPC9;PUM1;AP4B1;IGF2R;RGP1;DAB2;SEC23IP;GJB1;CPD;CHMP2B;CHMP2A;HYOU1;CALM1;PICALM
p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580	17/63	1.1989885548637767E-4	7.338925293956884E-4	0	0	3.3107653216348867	29.892443340971177	PSMD10;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;TP53
p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563	17/63	1.1989885548637767E-4	7.338925293956884E-4	0	0	3.3107653216348867	29.892443340971177	PSMD10;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;TP53
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814	19/75	1.233667582370025E-4	7.516233974069227E-4	0	0	3.0408482142857145	27.368694774019783	PSMD10;ANAPC16;UBE2E1;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;MAD2L1
Recycling pathway of L1 Homo sapiens R-HSA-437239	10/26	1.2481230828945616E-4	7.569262567231535E-4	0	0	5.588912394225983	50.23705394726927	DPYSL2;RPS6KA1;RDX;NUMB;CLTA;AP2A1;AP2B1;EZR;AP2A2;AP2M1
Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	13/41	1.2698417814208744E-4	7.665650386926012E-4	0	0	4.155195128899018	37.278117281510475	SEH1L;EIF2AK2;ISG15;NUP93;NUP35;NUP43;NUP88;NUP54;NUP98;KPNA2;RAE1;KPNA1;SLC25A6
Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	68/432	1.4372263681296628E-4	8.636483563738066E-4	0	0	1.6868723280819642	14.924814201797004	KLB;APP;YWHAB;ARAF;PEBP1;ABHD12;PSMD9;RPS6KA1;SPTAN1;JAK1;FGB;DUSP5;FGA;ANXA1;FGG;PPP2R5A;FRS2;PRKCA;PPP2R5C;F2;APBB1IP;PSMA5;PSMA6;PSMA3;PLCB3;PSMA4;CREB1;PSMA1;PSME1;PSME2;RAPGEF2;PLCB1;MGLL;PSMD10;SPTBN5;CAMK2D;ITPR1;ITPR2;ITPR3;PHB;NTS;KALRN;PSMA7;KNG1;PSMB7;NRAS;PSMB5;MAPK7;PSMB2;ERBB3;PSMB3;GNA11;PSMB1;ERBB2;RGS21;CAMK2G;SPTBN1;FN1;AGT;PPP5C;PSMC4;GNB2;GRB2;KRAS;CALM1;FGFR4;MAP3K11;FGFR2
Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253	20/82	1.4554112869867152E-4	8.666612007577001E-4	0	0	2.8916070938695153	25.547498574752268	PSMD10;CUL1;PPP2R5A;PPP2R5C;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;CTNNB1
Antigen processing-Cross presentation Homo sapiens R-HSA-1236975	20/82	1.4554112869867152E-4	8.666612007577001E-4	0	0	2.8916070938695153	25.547498574752268	PDIA3;PSMD10;CYBA;HLA-A;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;CTSL;PSMB3;PSMC4;PSMB1;PSME1;PSME2
Beta-oxidation of pristanoyl-CoA Homo sapiens R-HSA-389887	6/10	1.5404063824811938E-4	9.131418015068698E-4	0	0	13.395678092399404	117.59120203948083	ACOT8;ACOX2;NUDT19;HSD17B4;ACOX3;CROT
Immune System Homo sapiens R-HSA-168256	199/1547	1.5539965135176887E-4	9.17067000802367E-4	0	0	1.3491566667753612	11.831443371388827	ATF2;APP;AHCYL1;ICAM2;ARAF;UBE2L6;IFI35;IFIT1;C4A;PSMD9;HERC2;AKT2;RPS6KA1;FBXO4;TRIM26;PIP4K2B;ATP6V1E1;PRSS3;ICOSLG;FBXO2;AP1B1;FRS2;PRKCA;HLA-A;NUP93;PRKAR1B;PSME1;PSME2;NUP98;CFB;SPTBN5;SEH1L;CFH;UBE2J2;C2;UBE2J1;C3;C5;RACGAP1;NUP88;FADD;SPTBN1;PAG1;ATP6V0A1;JUN;YES1;FN1;EIF2AK2;MOV10;PPP5C;REL;GRB2;CALM1;LGMN;ARF1;ARPC1B;ARPC1A;CLTA;AP2A1;ECSIT;AP2A2;KIF15;EEA1;CTSL;TRIM2;ARIH2;CTSH;RAC1;IKBKG;SPTAN1;CTSC;JAK1;CTSB;DUSP5;GAB1;IL18;OSMR;VAV2;APBB1IP;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;CANX;TAX1BP1;RAPGEF2;CD46;CD44;PELI2;PSMA7;PSMB7;NRAS;PSMB5;PSMB2;PSMB3;PSMB1;FLNB;STX3;RAE1;MICB;IL32;UBE2G1;AP2B1;PSMC4;CAPZA2;CTNNB1;KLB;OTUD5;PROS1;UBE2D2;PEBP1;UBE2Z;CLU;NPEPPS;CDH1;KPNA2;AP2M1;KPNA1;PDIA3;CD96;FBXO17;UBE2E1;UBE4A;CYBA;PRLR;PIAS1;ADAM17;MAPKAPK2;UBE2V1;MASP1;IL6ST;PSMD10;ATP6V1A;UBA6;CUL1;ITPR1;ITPR2;ITPR3;PHB;TNFRSF11A;KIF3B;THEM4;ATP6V1H;ATP6V1D;UBE2H;ARPC4;ISG15;ARPC5;NFKB2;MAVS;ARPC2;ARPC3;UBA3;TPP2;FGFR4;NFKBIE;UBE2K;MAP3K11;FGFR2;UBE2M;BCL2L1;TRIM71;HSP90AB1;YWHAB;PRKCSH;HMGB1;CASP2;ACTR3;FGB;ACTR2;FGA;HSP90AA1;FGG;PPP2R5A;PPP2R5C;YWHAZ;PJA2;CREB1;ATP6V1B2;MYH9;NUP54;BIRC2;TRIM56;LTF;CAMK2D;NLRC5;MAPK7;ERBB3;ERBB2;NUP43;EIF4E;CAMK2G;POLR2K;RPS6KB2;NUP35;KRAS;POLR3H;LTBR
EPHB-mediated forward signaling Homo sapiens R-HSA-3928662	13/42	1.6704657352053525E-4	9.813986194331446E-4	0	0	4.0116890707188775	34.89061423317155	ACTR3;ACTR2;YES1;SDC2;ARPC1B;ARPC1A;ARPC4;ARPC5;KALRN;ARPC2;ARPC3;RAC1;EPHB4
Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	57/348	1.6841643115437661E-4	9.85048992885154E-4	0	0	1.7660813182424835	15.345605769488804	YWHAE;ATF2;GPI;PHF20;YWHAB;BRCA1;CHD3;COX7C;YWHAQ;CASP6;EXO1;AKT2;CHEK1;CASP2;PRMT1;TSC1;PPP2R5C;CDC25C;YWHAZ;COX7A2L;RRAGC;SCO1;SCO2;KAT6A;RRAGD;MAPKAPK5;TP53;COX19;PCNA;MEAF6;COX5B;COX5A;NDRG1;AURKB;RBBP4;PMS2;PMAIP1;SFN;RBBP7;BID;MTA2;POLR2K;PRELID1;JUN;NDUFA4;TNFRSF10B;COX6C;TNFRSF10D;MOV10;TPX2;TP53I3;CNOT11;JMY;BAX;TAF5;CNOT8;COX20
VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920	10/27	1.8037792039325704E-4	0.0010503422267147179	0	0	5.259860041577607	45.34239389723787	HSP90AA1;JUP;AKT2;CAV1;CTNNA1;THEM4;CTNNB1;RAC1;CALM1;VAV2
Nef Mediated CD8 Down-regulation Homo sapiens R-HSA-182218	5/7	1.8397212269680323E-4	0.0010665520417136257	0	0	22.317527308838134	191.94694449825602	ATP6V1H;AP2A1;AP2B1;AP2A2;AP2M1
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	14/48	1.9210518736414355E-4	0.0011088176604000565	0	0	3.685756197740942	31.540738820163114	PDHX;FH;IDH3G;DLST;SDHB;LDHA;NNT;OGDH;SUCLG2;SUCLG1;DLAT;ACO2;PDK1;IDH3A
Mitochondrial translation Homo sapiens R-HSA-5368287	21/90	1.9641453646377887E-4	0.0011287403056171746	0	0	2.7284675980328155	23.288243515360232	MRPS26;MRPS16;MRPS14;MRPS25;MRPS36;MRPS22;MRPS33;MRPL18;MRPS34;MRPL49;MRPS31;MRPL27;MRPS18A;MRPL15;MRPL12;MRPL46;MRPL4;MRPL30;MRPS9;AURKAIP1;MTRF1L
Mitochondrial translation initiation Homo sapiens R-HSA-5368286	20/84	2.0674222131813216E-4	0.0011778041699336014	0	0	2.8009317158579288	23.763210688068504	MRPS26;MRPS16;MRPS14;MRPS25;MRPS36;MRPS22;MRPS33;MRPL18;MRPS34;MRPL49;MRPS31;MRPL27;MRPS18A;MRPL15;MRPL12;MRPL46;MRPL4;MRPL30;MRPS9;AURKAIP1
Mitochondrial translation elongation Homo sapiens R-HSA-5389840	20/84	2.0674222131813216E-4	0.0011778041699336014	0	0	2.8009317158579288	23.763210688068504	MRPS26;MRPS16;MRPS14;MRPS25;MRPS36;MRPS22;MRPS33;MRPL18;MRPS34;MRPL49;MRPS31;MRPL27;MRPS18A;MRPL15;MRPL12;MRPL46;MRPL4;MRPL30;MRPS9;AURKAIP1
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	36/193	2.118152750870485E-4	0.0012015038879937751	0	0	2.061034718675622	17.43593328346831	SEH1L;CSTF3;HNRNPR;CASC3;PTBP1;NXF1;PAPOLA;NUP88;NUP43;TXNL4A;SNRNP35;HNRNPA1;RAE1;EIF4E;SRSF11;CTNNBL1;POLR2K;SF3A3;HNRNPA3;FUS;LSM4;SRRM1;NUP93;HNRNPL;LSM8;HNRNPK;LSM6;DDX39B;HNRNPH1;SARNP;HNRNPD;NUP35;HNRNPH2;NUP54;NUP98;SRSF6
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein Homo sapiens R-HSA-446193	19/78	2.1509128892283067E-4	0.0012148503700534128	0	0	2.8857457627118643	24.368530093057263	TSTA3;SLC35A1;ST6GAL1;ALG9;GFPT2;ALG5;ALG14;ALG2;DOLK;ALG11;ALG1;GMPPB;DPM3;FPGT;NEU1;SLC17A5;GNPNAT1;ST3GAL6;NANS
RHO GTPases activate PKNs Homo sapiens R-HSA-5625740	16/60	2.187960497596961E-4	0.0012300767549331402	0	0	3.2563881450551446	27.442789525959814	YWHAE;YWHAB;H2AFX;CDC25C;YWHAZ;MYL12B;HIST1H4A;YWHAQ;MYH9;MYH14;HIST3H2BB;MYH11;SFN;PKN2;RAC1;MYH10
ISG15 antiviral mechanism Homo sapiens R-HSA-1169408	18/72	2.205912721612622E-4	0.0012300767549331402	0	0	2.9863401632517075	25.14259216394902	SEH1L;UBE2E1;EIF2AK2;UBE2L6;ISG15;IFIT1;NUP93;NUP35;NUP54;NUP43;FLNB;NUP88;NUP98;KPNA2;RAE1;EIF4E;KPNA1;JAK1
Antiviral mechanism by IFN-stimulated genes Homo sapiens R-HSA-1169410	18/72	2.205912721612622E-4	0.0012300767549331402	0	0	2.9863401632517075	25.14259216394902	SEH1L;UBE2E1;EIF2AK2;UBE2L6;ISG15;IFIT1;NUP93;NUP35;NUP54;NUP43;FLNB;NUP88;NUP98;KPNA2;RAE1;EIF4E;KPNA1;JAK1
Cholesterol biosynthesis Homo sapiens R-HSA-191273	9/23	2.342117581475601E-4	0.001300517610642148	0	0	5.74637526652452	48.0355880094304	FDPS;NSDHL;ARV1;HMGCS1;GGPS1;CYP51A1;PMVK;HMGCR;DHCR7
Cargo concentration in the ER Homo sapiens R-HSA-5694530	11/33	2.5450864770319254E-4	0.0014072831108294175	0	0	4.471862549800797	37.00992036231736	LMAN1;TMED10;SERPINA1;LMAN2L;CTSZ;TMED2;STX5;PREB;SEC22B;CTSC;F5
Signaling by FGFR4 in disease Homo sapiens R-HSA-5655291	6/11	3.098770270333647E-4	0.0016991590315662832	0	0	10.715946348733233	86.577720673936	NRAS;GAB1;KRAS;FRS2;GRB2;FGFR4
SeMet incorporation into proteins Homo sapiens R-HSA-2408517	6/11	3.098770270333647E-4	0.0016991590315662832	0	0	10.715946348733233	86.577720673936	DARS;QARS;LARS;MARS;RARS;EPRS
NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	12/39	3.1479456491552904E-4	0.0017189611926507727	0	0	3.975862259868239	32.05972437972031	NUP93;SEH1L;EIF2AK2;NUP35;NUP43;NUP88;ISG15;NUP54;NUP98;KPNA2;RAE1;KPNA1
Phospholipid metabolism Homo sapiens R-HSA-1483257	31/161	3.1795619581101355E-4	0.0017290510482946026	0	0	2.141235876799257	17.2446506917068	CDS1;AGPAT5;ARF1;MTMR3;MTMR14;GDE1;GDPD3;PIK3C2A;AGPAT1;LCLAT1;PTDSS2;PTDSS1;PTPMT1;CPNE1;PIP4K2B;CPNE3;PCYT2;DGAT1;CHKA;SACM1L;DDHD1;PISD;HADHB;PLA2G16;HADHA;PHOSPHO1;LPCAT4;ETNK1;PI4KB;MGLL;CDS2
Glycogen breakdown (glycogenolysis) Homo sapiens R-HSA-70221	7/15	3.2716456389191164E-4	0.0017718047986903527	0	0	7.8162897614314115	62.726094734627026	AGL;PGM2;PHKB;PYGL;CALM1;GYG1;PGM1
Activation of BH3-only proteins Homo sapiens R-HSA-114452	10/29	3.54705015501743E-4	0.0018975276439036333	0	0	4.7056666055382355	37.38286984799195	YWHAE;PPP3CC;YWHAQ;YWHAB;AKT2;PMAIP1;SFN;BID;YWHAZ;TP53
HSF1 activation Homo sapiens R-HSA-3371511	10/29	3.54705015501743E-4	0.0018975276439036333	0	0	4.7056666055382355	37.38286984799195	YWHAE;DNAJB1;VCP;HSP90AA1;HSP90AB1;HSPH1;MRPL18;HSPA6;FKBP4;TNFRSF21
Transferrin endocytosis and recycling Homo sapiens R-HSA-917977	10/29	3.54705015501743E-4	0.0018975276439036333	0	0	4.7056666055382355	37.38286984799195	ATP6V1A;TF;TFRC;ATP6V1B2;ATP6V1H;ATP6V1E1;MCOLN1;ATP6V1D;STEAP2;ATP6V0A1
SUMOylation of RNA binding proteins Homo sapiens R-HSA-4570464	13/45	3.582915356446962E-4	0.0019089540927466405	0	0	3.6349856679960117	28.840570819363613	SEH1L;UBE2I;RING1;RNF2;NUP93;HNRNPK;SUMO2;NUP35;NUP43;NUP88;NUP54;NUP98;RAE1
SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214	18/75	3.797232546147429E-4	0.002014983076907265	0	0	2.828690917699045	22.278961588525522	SEH1L;UBE2I;RING1;PARP1;BRCA1;PIAS2;RNF2;PIAS1;NUP93;HERC2;SUMO3;SUMO2;NUP35;NUP54;NUP43;NUP88;NUP98;RAE1
Asymmetric localization of PCP proteins Homo sapiens R-HSA-4608870	16/63	4.00390726778001E-4	0.0021161212708427682	0	0	3.0480237091171754	23.844901834327963	PSMD10;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2
Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215	89/620	4.080905332632599E-4	0.0021481885670978002	0	0	1.515422070001854	11.826386435451461	KLB;YWHAB;ARAF;PEBP1;UBE2L6;IFI35;IFIT1;PSMD9;TRIM2;TRIM26;IKBKG;KPNA2;SPTAN1;JAK1;KPNA1;FGB;DUSP5;FGA;FGG;UBE2E1;IL18;PPP2R5A;FRS2;HLA-A;PPP2R5C;OSMR;PRLR;YWHAZ;PIAS1;NUP93;APBB1IP;PSMA5;PSMA6;PSMA3;ADAM17;PSMA4;PSMA1;PSME1;PSME2;RAPGEF2;NUP54;NUP98;UBE2V1;IL6ST;BIRC2;CD44;PSMD10;SPTBN5;CAMK2D;SEH1L;PELI2;CUL1;PHB;TNFRSF11A;PSMA7;PSMB7;NRAS;PSMB5;PSMB2;ERBB3;PSMB3;PSMB1;ERBB2;NUP88;FLNB;NUP43;STX3;EIF4E;RAE1;CAMK2G;SPTBN1;IL32;YES1;FN1;EIF2AK2;ISG15;NFKB2;PPP5C;PSMC4;UBA3;NUP35;GRB2;KRAS;LTBR;CALM1;FGFR4;MAP3K11;FGFR2;UBE2M
Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	11/35	4.5388115877882104E-4	0.002379711573517643	0	0	4.09875083001328	31.55085244709792	NUP93;SEH1L;NUP35;NUP43;BANF1;NUP88;NUP54;NUP98;RAE1;KPNA1;SLC25A6
Glycerophospholipid biosynthesis Homo sapiens R-HSA-1483206	22/102	4.584154601877478E-4	0.002393947403202683	0	0	2.465085127691537	18.950920392568662	CDS1;AGPAT5;PCYT2;DGAT1;CHKA;DDHD1;AGPAT1;LCLAT1;PISD;HADHB;PLA2G16;PTDSS2;HADHA;PHOSPHO1;PTDSS1;LPCAT4;PTPMT1;ETNK1;CPNE1;CPNE3;MGLL;CDS2
trans-Golgi Network Vesicle Budding Homo sapiens R-HSA-199992	17/70	4.7126365501873633E-4	0.002441665236238807	0	0	2.872372910108759	22.00264317245747	APP;ARF1;TFRC;SORT1;CTSZ;AP1B1;CLTA;PIK3C2A;PUM1;AP4B1;IGF2R;CPD;BLOC1S3;CHMP2A;DNASE2;FTL;PICALM
Clathrin derived vesicle budding Homo sapiens R-HSA-421837	17/70	4.7126365501873633E-4	0.002441665236238807	0	0	2.872372910108759	22.00264317245747	APP;ARF1;TFRC;SORT1;CTSZ;AP1B1;CLTA;PIK3C2A;PUM1;AP4B1;IGF2R;CPD;BLOC1S3;CHMP2A;DNASE2;FTL;PICALM
SUMO is conjugated to E1 (UBA2:SAE1) Homo sapiens R-HSA-3065676	4/5	4.761223720898548E-4	0.0024571648692950938	0	0	35.69230769230769	273.0402879064341	SUMO3;SUMO2;UBA2;SAE1
Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923	17/71	5.621888044040714E-4	0.0028900018226396796	0	0	2.819023569023569	21.096650044378258	CAV1;APOA2;APOA1;APOC3;LMF2;LMF1;FABP1;LIPC;BMP1;NCEH1;FABP5;SDC1;APOE;A2M;APOB;PLTP;MGLL
Unwinding of DNA Homo sapiens R-HSA-176974	6/12	5.668066092377631E-4	0.0028911530920809935	0	0	8.929458519622454	66.75209920667447	GINS1;MCM8;GINS4;MCM5;MCM6;MCM2
Caspase-mediated cleavage of cytoskeletal proteins Homo sapiens R-HSA-264870	6/12	5.668066092377631E-4	0.0028911530920809935	0	0	8.929458519622454	66.75209920667447	GSN;CASP6;GAS2;VIM;SPTAN1;ADD1
Visual phototransduction Homo sapiens R-HSA-2187338	21/97	5.797979530080684E-4	0.0029460004098788334	0	0	2.4761932985617197	18.454649860552383	SDC4;LRP1;SDC2;APOA2;APOA1;APOC3;PRKCA;LRP2;LRP8;RBP4;TTR;RBP2;RBP1;GPC3;SDC1;APOE;APOB;CALM1;GPC6;METAP1;METAP2
Signaling by Wnt Homo sapiens R-HSA-195721	48/295	6.141991930907064E-4	0.003108792838874498	0	0	1.7484948761084305	12.930454032447503	PSMD10;CUL1;ITPR1;LRP5;CLTA;XIAP;ITPR2;AP2A1;ITPR3;AP2A2;PSMA7;LRP6;PSMD9;PSMB7;PSMB5;PSMB2;PSMB3;AKT2;PSMB1;HIST3H2BB;SOX9;RAC1;TMED5;AP2M1;CAV1;H2AFX;PPP2R5A;PRKCA;AP2B1;PPP2R5C;DKK1;YWHAZ;PSMA5;MOV10;PSMA6;HIST1H4A;PSMA3;PLCB3;PSMA4;PSMA1;PSMC4;GNB2;PSME1;PSME2;CTNNB1;CALM1;PLCB1;LGR4
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters Homo sapiens R-HSA-164938	8/21	6.476058619037581E-4	0.003265323043162244	0	0	5.498374325823356	40.370319493644644	ARF1;AP1B1;ATP6V1H;AP2A1;AP2B1;HLA-A;AP2A2;AP2M1
Hedgehog 'off' state Homo sapiens R-HSA-5610787	21/99	7.696415626167503E-4	0.0038514732502744104	0	0	2.4124316624316626	17.296135439653277	PSMD10;CUL1;PSMA7;PSMA5;PSMD9;PSMA6;PSMB7;PSMA3;PSMA4;PSMB5;PRKAR1B;PSMA1;PSMB2;PSMB3;PSMC4;SUFU;PSMB1;PSME1;GNAS;NUMB;PSME2
Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465	11/37	7.697093197736854E-4	0.0038514732502744104	0	0	3.783040913269997	27.12250282850675	OCLN;GSN;CASP6;CDH1;GAS2;CTNNB1;DSG2;VIM;SPTAN1;ADD1;BIRC2
