Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Human T-cell leukemia virus 1 infection	35/219	0.004205051400280263	0.0217961830914527	0	0	1.7062998553646564	9.335966357270175	ATF2;NRP1;CRTC3;ATF6B;XIAP;NRAS;PPP3CC;CCND1;AKT2;CHEK1;CREB3L2;IKBKG;JAK1;FDPS;JUN;SMAD4;HLA-A;NFKB2;TGFBR2;DLG1;CREB1;CDK4;CANX;VDAC3;VDAC2;BAX;VDAC1;KRAS;TCF3;LTBR;TP53;MAD1L1;MAD2L1;BCL2L1;SLC25A6
Terpenoid backbone biosynthesis	7/22	0.004603504526811273	0.023470326358005014	0	0	4.167064280980782	22.42271208730351	FDPS;GGPS1;HMGCS1;PMVK;HMGCR;ACAT2;ACAT1
Longevity regulating pathway	19/102	0.006190078412391505	0.03065499655516499	0	0	2.048566265060241	10.41656515957719	ATF2;CLPB;ATF6B;HSPA6;TSC1;ADIPOR1;SIRT1;CAMKK2;NRAS;CREB1;AKT2;CREB3L2;RPS6KB2;BAX;ULK1;KRAS;TP53;CRYAB;EIF4E
Fluid shear stress and atherosclerosis	24/139	0.00621058951348157	0.03065499655516499	0	0	1.8689506374632232	9.497071650989955	JUN;HSP90AA1;HSP90AB1;SDC4;GSTO1;MGST3;SDC2;CAV1;GSTP1;CYBA;TXN2;NPPC;MAPK7;CTSL;AKT2;SUMO3;SUMO2;SDC1;CTNNB1;IKBKG;RAC1;CALM1;TP53;MAP2K5
Long-term potentiation	14/67	0.006308423728394082	0.03065499655516499	0	0	2.3619441961134897	11.965300919623537	CAMK2D;ARAF;ITPR1;ITPR2;PRKCA;ITPR3;PLCB3;NRAS;PPP3CC;RPS6KA1;KRAS;PLCB1;CALM1;CAMK2G
Amino sugar and nucleotide sugar metabolism	11/48	0.007233747195137087	0.03461069811827129	0	0	2.6567244535372025	13.094989764641182	GMPPB;GPI;UGP2;FPGT;GFPT2;UAP1L1;GNPNAT1;PGM2;NANS;PGM1;GALK1
Hepatitis C	26/157	0.0078803489368492	0.037133159384243955	0	0	1.7775956305083058	8.609576626135079	YWHAE;YWHAB;TRADD;ARAF;IFIT1;NRAS;CCND1;YWHAQ;AKT2;FADD;IKBKG;BAK1;BID;JAK1;EIF2AK1;EIF2AK2;YWHAZ;PIAS1;MAVS;OCLN;CDK4;BAX;CTNNB1;GRB2;KRAS;TP53
Starch and sucrose metabolism	9/36	0.00809438039997101	0.03757242245359677	0	0	2.977446102819237	14.341122939408853	GPI;GYS1;UGP2;GBE1;AGL;PGM2;PYGL;GYG1;PGM1
MAPK signaling pathway	43/294	0.008419671243385354	0.03850761406901242	0	0	1.5371509911769925	7.343253883398009	ATF2;MAX;TRADD;ARAF;HSPB1;ECSIT;NRAS;PPP3CC;MAPK7;ERBB3;AKT2;MKNK1;RPS6KA1;STMN1;ERBB2;GNA12;FLNB;IKBKG;RAC1;FLNC;MAP3K4;MAP2K5;MAP3K2;DUSP5;JUN;JUND;HSPA6;IGF2;PRKCA;NFKB2;TGFBR2;EFNA1;PPP5C;MAPKAPK2;RAPGEF2;GRB2;MAPKAPK5;KRAS;FGFR4;TP53;MET;FGFR2;MAP3K11
AMPK signaling pathway	21/120	0.008614929459954264	0.03882960959486632	0	0	1.8984742318075651	9.025837437915808	PFKFB3;CAB39L;PPP2R5A;TSC1;PPP2R5C;HMGCR;ADIPOR1;SIRT1;CAMKK2;GYS1;EEF2K;CREB1;CCND1;SCD;AKT2;HNF4A;CREB3L2;RPS6KB2;ULK1;RAB8A;PCK2
Central carbon metabolism in cancer	14/70	0.009368789629239744	0.041037937671740285	0	0	2.2350374064837903	10.438454705590809	PGAM1;IDH1;SIRT3;LDHA;NRAS;PKM;SCO2;AKT2;ERBB2;KRAS;MET;TP53;FGFR2;PDK1
Epithelial cell signaling in Helicobacter pylori infection	14/70	0.009368789629239744	0.041037937671740285	0	0	2.2350374064837903	10.438454705590809	ATP6V1A;JUN;ADAM10;F11R;ADAM17;ATP6V1B2;ATP6V1H;IKBKG;RAC1;ATP6V1E1;MET;ATP6V1D;GIT1;ATP6V0A1
Alanine, aspartate and glutamate metabolism	9/37	0.00975915550750548	0.042154130039363955	0	0	2.870948827292111	13.291199444279577	GLUD1;GLUD2;ALDH5A1;CPS1;PPAT;GFPT2;CAD;ASL;ASRGL1
Kaposi sarcoma-associated herpesvirus infection	30/193	0.011183917339134037	0.047646551951653224	0	0	1.6487614394507213	7.408344301975343	TRADD;ITPR1;ITPR2;ITPR3;C3;NRAS;PPP3CC;CCND1;AKT2;FADD;IKBKG;RAC1;BAK1;BID;JAK1;MICB;GABARAPL2;JUN;EIF2AK2;HLA-A;CREB1;CDK4;GNB2;MAPKAPK2;CTNNB1;BAX;KRAS;CALM1;IL6ST;TP53
Ribosome biogenesis in eukaryotes	19/108	0.011415549094904097	0.04780527146338204	0	0	1.9098202247191012	8.542203598628474	UTP15;NOP56;WDR36;UTP4;IMP4;AK6;SPATA5;GNL2;UTP18;GTPBP4;WDR43;NOL6;FBL;NXF1;TBL3;TCOF1;BMS1;MPHOSPH10;NXF5
Colorectal cancer	16/86	0.011528602442937791	0.04780527146338204	0	0	2.043905570216104	9.121795555282905	JUN;SMAD4;ARAF;TGFBR2;NRAS;CCND1;AKT2;RPS6KB2;PMAIP1;BAX;CTNNB1;GRB2;KRAS;RAC1;BAK1;TP53
Cortisol synthesis and secretion	13/65	0.012032101721776737	0.04923662678253375	0	0	2.234421734795613	9.876539689013148	ATF2;ATF6B;ITPR1;ITPR2;ITPR3;AGT;PLCB3;CREB1;NCEH1;GNA11;CREB3L2;GNAS;PLCB1
Cell cycle	21/124	0.012401432088755892	0.05008890103380627	0	0	1.824338902008805	8.00874437995847	YWHAE;SMAD4;PCNA;YWHAB;CUL1;CDC6;CDC25C;YWHAZ;CCNB3;ORC6;CCND1;YWHAQ;CDK4;CHEK1;SFN;MCM5;MCM6;TP53;MAD1L1;MCM2;MAD2L1
Sulfur metabolism	4/10	0.013199998291398667	0.052464502331638116	0	0	5.947063688999173	25.736147544898905	SELENBP1;SQOR;SUOX;PAPSS2
p53 signaling pathway	14/73	0.013490785570447153	0.052464502331638116	0	0	2.1210363920706707	9.132649002543427	RRM2;EI24;SERPINE1;TNFRSF10B;TP53I3;CCND1;CDK4;CHEK1;PMAIP1;BAX;SFN;BID;TP53;BCL2L1
Cellular senescence	25/156	0.013495691918106267	0.052464502331638116	0	0	1.7083693829580344	7.355187508646322	SERPINE1;ITPR1;ITPR2;ITPR3;ZFP36L2;CCNB3;NRAS;PPP3CC;CCND1;RBBP4;AKT2;CHEK1;TSC1;HLA-A;SIRT1;TGFBR2;CDK4;MAPKAPK2;VDAC3;VDAC2;VDAC1;KRAS;CALM1;TP53;SLC25A6
Influenza A	27/172	0.013711545730085307	0.05264556446983371	0	0	1.6672621520565019	7.151749423139315	TRADD;PLG;DNAJB1;NXF1;AKT2;FADD;IKBKG;BAK1;KPNA2;PRSS3;BID;NXF5;RAE1;KPNA1;JAK1;FDPS;IL18;EIF2AK2;TNFRSF10B;PRKCA;DNAJC3;MAVS;CDK4;BAX;VDAC1;NUP98;SLC25A6
PI3K-Akt signaling pathway	49/354	0.014233234043032828	0.053982143748575726	0	0	1.441497878006158	6.12950213795316	YWHAE;ATF2;HSP90AB1;YWHAB;BRCA1;GYS1;CCND1;YWHAQ;AKT2;CREB3L2;IKBKG;RAC1;JAK1;HSP90AA1;RPS6;PPP2R5A;PRKCA;TSC1;PPP2R5C;OSMR;PRLR;YWHAZ;COL2A1;CREB1;CDC37;ITGA6;TP53;MET;ATF6B;LAMA4;NRAS;RELN;ERBB3;ERBB2;THEM4;EIF4E;PCK2;FN1;IGF2;EFNA1;CDK4;GNB2;RPS6KB2;GRB2;PKN2;KRAS;FGFR4;FGFR2;BCL2L1
NOD-like receptor signaling pathway	28/181	0.01475391279666858	0.055282733491131664	0	0	1.638694386175699	6.909140219207103	YWHAE;HSP90AB1;ITPR1;ITPR2;XIAP;ITPR3;TXN2;NAMPT;FADD;IKBKG;CTSB;JAK1;GSDMD;GABARAPL2;JUN;HSP90AA1;IL18;ERBIN;CYBA;MAVS;PLCB3;VDAC3;VDAC2;VDAC1;PKN2;PLCB1;BIRC2;BCL2L1
Long-term depression	12/60	0.01548516002549535	0.05713611009494185	0	0	2.233806676631789	9.310222828239816	PLCB3;NRAS;GNA11;GNA12;ARAF;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;KRAS;PLCB1
Neurotrophin signaling pathway	20/119	0.015615978643312082	0.05713611009494185	0	0	1.80716620936731	7.516836676106583	YWHAE;JUN;CAMK2D;SORT1;GAB1;FRS2;NRAS;MAPK7;AKT2;RPS6KA1;MAPKAPK2;BAX;GRB2;KRAS;RAC1;CALM1;NFKBIE;TP53;CAMK2G;MAP2K5
Fc gamma R-mediated phagocytosis	17/97	0.016704033786734754	0.05971212077786791	0	0	1.9000811688311687	7.77533173614374	ACTR3;ACTR2;GSN;ARPC1B;ARPC1A;PRKCA;ARPC4;ARPC5;ASAP2;ACTR3B;VAV2;ARPC2;ARPC3;AKT2;CFL2;RPS6KB2;RAC1
Prostate cancer	17/97	0.016704033786734754	0.05971212077786791	0	0	1.9000811688311687	7.77533173614374	HSP90AA1;HSP90AB1;GSTP1;ARAF;NRAS;CREB1;CCND1;SPINT1;AKT2;CREB3L2;ERBB2;CTNNB1;GRB2;KRAS;IKBKG;TP53;FGFR2
Glioma	14/75	0.01693468154094878	0.05984870408221671	0	0	2.0512652794243897	8.365863080207369	CAMK2D;ARAF;PRKCA;NRAS;CCND1;CDK4;AKT2;BAX;GRB2;KRAS;BAK1;CALM1;TP53;CAMK2G
Butanoate metabolism	7/28	0.01870629797198042	0.06473137744844472	0	0	2.975480450629556	11.839124352702637	HADHA;ECHS1;ALDH5A1;HMGCS1;EHHADH;ACAT2;ACAT1
Chronic myeloid leukemia	14/76	0.018889648607850234	0.06473137744844472	0	0	2.018067733891079	8.009995786294224	SMAD4;ARAF;TGFBR2;NRAS;CCND1;CDK4;AKT2;BAX;GRB2;KRAS;IKBKG;BAK1;TP53;BCL2L1
Arginine biosynthesis	6/22	0.01895441510922952	0.06473137744844472	0	0	3.3466840536512668	13.272006488037125	GLUD1;GLUD2;ACY1;CPS1;ARG1;ASL
Estrogen signaling pathway	22/137	0.01914883191400937	0.06473137744844472	0	0	1.7114889725893188	6.769817842073699	ATF2;JUN;HSP90AA1;HSP90AB1;ATF6B;HSPA6;ITPR1;ITPR2;ITPR3;KRT9;PLCB3;NRAS;CREB1;AKT2;CREB3L2;GNAS;GRB2;KRAS;FKBP4;CALM1;PLCB1;EBAG9
Renal cell carcinoma	13/69	0.019445429943903535	0.06502719045756988	0	0	2.0743572852869963	8.173264753756909	FH;JUN;TFE3;ARAF;GAB1;ARNT;NRAS;AKT2;ELOB;GRB2;KRAS;RAC1;MET
Hepatitis B	25/162	0.020917219978624748	0.06920484482289678	0	0	1.6330011933611053	6.315113697583538	ATF2;PCNA;ATF6B;YWHAB;ARAF;NRAS;YWHAQ;AKT2;CREB3L2;FADD;IKBKG;BID;JAK1;JUN;SMAD4;PRKCA;YWHAZ;TGFBR2;MAVS;CREB1;VDAC3;BAX;GRB2;KRAS;TP53
Small cell lung cancer	16/92	0.021231614666277526	0.06950560169697169	0	0	1.8819139711485404	7.249629348586919	MAX;LAMA4;FN1;XIAP;CKS1B;CCND1;CDK4;AKT2;CKS2;BAX;ITGA6;IKBKG;BAK1;TP53;BIRC2;BCL2L1
Legionellosis	11/57	0.025606797143939757	0.08205138697076154	0	0	2.135858738957215	7.8277032444778	EEF1G;C3;RAB1A;ARF1;VCP;BNIP3;HSPA6;IL18;SEC22B;HSPD1;NFKB2
Vascular smooth muscle contraction	21/133	0.02574399557322561	0.08205138697076154	0	0	1.6768956456456456	6.136689933989662	ARHGEF11;NPR2;ARAF;ITPR1;ITPR2;PRKCA;ITPR3;MYL6B;AGT;NPPC;PLCB3;CALD1;GNA11;GNA12;GNAS;MYH14;MYH9;MYH11;CALM1;PLCB1;MYH10
Gastric cancer	23/149	0.025855420974709425	0.08205138697076154	0	0	1.6328887934599357	5.968592254474378	SMAD4;JUP;ARAF;GAB1;LRP5;TGFBR2;LRP6;NRAS;CCND1;CDH1;AKT2;ERBB2;RPS6KB2;CTNNA1;BAX;CTNNB1;GRB2;KRAS;BAK1;TP53;CDH17;MET;FGFR2
Non-small cell lung cancer	13/72	0.026937800351908053	0.08315836758053202	0	0	1.968551971205029	7.114789278088498	ARAF;PRKCA;NRAS;CCND1;CDK4;AKT2;ERBB2;BAX;GRB2;KRAS;BAK1;MET;TP53
Glyoxylate and dicarboxylate metabolism	7/30	0.02694590838667669	0.08315836758053202	0	0	2.716440487509724	9.817008971308699	MCEE;PCCA;GLYCTK;MMUT;ACO2;ACAT2;ACAT1
Cardiac muscle contraction	15/87	0.027006415194963777	0.08315836758053202	0	0	1.861797238855622	6.724217418121508	TPM4;UQCRB;TPM3;TPM1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX7A2L;ASPH;UQCRQ;UQCRFS1;UQCRC2;CYC1
Fatty acid biosynthesis	5/18	0.029176984641597573	0.08896119826996907	0	0	3.4313650599648615	12.127731150444788	OXSM;ACSL4;ACSF3;HSD17B8;MCAT
Inositol phosphate metabolism	13/73	0.029851322925006946	0.09013360611337048	0	0	1.935634762379528	6.7970320288691735	TPI1;MTMR3;MTMR14;SACM1L;PIK3C2A;ITPKC;PLCB3;IMPA1;IMPA2;ITPKA;PIP4K2B;PI4KB;PLCB1
Hepatocellular carcinoma	25/168	0.031195947080398804	0.09328788021157719	0	0	1.5639576070869952	5.422971538787875	SMARCD1;MGST3;GSTP1;ARAF;LRP5;LRP6;NRAS;CCND1;AKT2;BAK1;SMAD4;GSTO1;IGF2;GAB1;PRKCA;TGFBR2;CDK4;RPS6KB2;BAX;CTNNB1;GRB2;KRAS;TP53;MET;BCL2L1
Aldosterone synthesis and secretion	16/98	0.036145624606234376	0.1055362364669031	0	0	1.7436284597494003	5.7891941172501316	ATF2;CAMK2D;ATF6B;ITPR1;ITPR2;PRKCA;ITPR3;AGT;PLCB3;CREB1;GNA11;CREB3L2;GNAS;CALM1;PLCB1;CAMK2G
mTOR signaling pathway	23/154	0.0362268634770639	0.1055362364669031	0	0	1.5701249827900075	5.2096030172532215	ATP6V1A;SEH1L;CAB39L;RPS6;LRP5;PRKCA;TSC1;LRP6;NRAS;DEPTOR;RRAGC;AKT2;RPS6KA1;RRAGD;RPS6KB2;ATP6V1B2;ATP6V1H;ULK1;GRB2;KRAS;ATP6V1E1;ATP6V1D;EIF4E
Human immunodeficiency virus 1 infection	30/212	0.03630989486160332	0.1055362364669031	0	0	1.4750633981403212	4.890816065971269	TRADD;CUL1;ITPR1;ITPR2;ITPR3;CCNB3;NRAS;PPP3CC;AKT2;CFL2;GNA11;CHEK1;ELOB;FADD;IKBKG;RAC1;BAK1;BID;PDIA3;JUN;AP1B1;PRKCA;HLA-A;CDC25C;GNB2;RPS6KB2;BAX;KRAS;CALM1;BCL2L1
Various types of N-glycan biosynthesis	8/39	0.03828082546564283	0.11023459925754556	0	0	2.3034600022457132	7.5157434587076875	ALG9;RPN1;ALG14;ALG2;MAN1A1;ALG1;ALG11;STT3B
Amphetamine addiction	12/69	0.04226813377829523	0.12014336301891416	0	0	1.8801562950725095	5.948291487094912	ATF2;CAMK2D;JUN;PPP3CC;CREB1;ATF6B;CREB3L2;GNAS;PRKCA;CALM1;SIRT1;CAMK2G
AGE-RAGE signaling pathway in diabetic complications	16/100	0.04249443708064488	0.12014336301891416	0	0	1.7019233055179137	5.375324110254328	JUN;SMAD4;SERPINE1;FN1;PRKCA;AGT;TGFBR2;PLCB3;NRAS;CCND1;CDK4;AKT2;BAX;KRAS;RAC1;PLCB1
Fructose and mannose metabolism	7/33	0.04342843269236062	0.12059145149396566	0	0	2.4026036091145433	7.536104797819857	GMPPB;PFKFB3;TKFC;TPI1;FPGT;ALDOC;ALDOA
SNARE interactions in vesicular transport	7/33	0.04342843269236062	0.12059145149396566	0	0	2.4026036091145433	7.536104797819857	STX16;STX8;STX5;STX3;SEC22B;USE1;VAMP5
Synaptic vesicle cycle	13/78	0.047904448263572354	0.1318432160174425	0	0	1.7862412761714856	5.4275779160291755	UNC13B;ATP6V1A;CLTA;AP2A1;AP2B1;AP2A2;ATP6V1B2;ATP6V1H;STX3;ATP6V1E1;ATP6V1D;AP2M1;ATP6V0A1
Lysine degradation	11/63	0.04923067716808502	0.1343047420988986	0	0	1.8887814128102973	5.687570987463088	HADHA;SETD2;ECHS1;EHHADH;PIPOX;DLST;PLOD2;COLGALT1;AASS;ACAT2;ACAT1
Bladder cancer	8/41	0.04976213577811053	0.13457412371297717	0	0	2.1636152675436615	6.491929578909069	NRAS;CCND1;CDH1;CDK4;ERBB2;ARAF;KRAS;TP53
RNA degradation	13/79	0.05226177171570295	0.14011561209985876	0	0	1.7590788241336597	5.19190376536609	HSPA9;PNPT1;PABPC4;WDR61;ENO2;LSM4;HSPD1;LSM8;LSM6;PABPC1;CNOT8;DCP1A;DCPS
Nicotinate and nicotinamide metabolism	7/35	0.057392325231120485	0.1513624826948501	0	0	2.23074055666004	6.375110057677037	NADK2;NNT;NAPRT;QPRT;NAMPT;SIRT1;SIRT3
Gap junction	14/88	0.057430138128592635	0.1513624826948501	0	0	1.6896812023994068	4.827733575556004	MAP3K2;ITPR1;ITPR2;PRKCA;ITPR3;PLCB3;NRAS;MAPK7;GNA11;GNAS;GRB2;KRAS;PLCB1;MAP2K5
Purine metabolism	19/129	0.05970620471920416	0.15429282498601796	0	0	1.5434045454545455	4.349806868074647	RRM2;GDA;ENTPD5;NPR2;GMPR2;AK2;ADK;NME2;NME4;NUDT5;AK6;PAPSS2;NME1;PKM;IMPDH1;PPAT;IMPDH2;PGM2;PGM1
Arginine and proline metabolism	9/50	0.060526445814450776	0.15429282498601796	0	0	1.959228248998908	5.4949982709145	AOC1;ARG1;CKMT1A;SMS;CKMT1B;PYCR2;CKB;CNDP2;AGMAT
Cysteine and methionine metabolism	9/50	0.060526445814450776	0.15429282498601796	0	0	1.959228248998908	5.4949982709145	MTAP;LDHA;AHCYL1;AHCY;PSAT1;CBSL;SMS;MAT2B;BCAT1
Vibrio cholerae infection	9/50	0.060526445814450776	0.15429282498601796	0	0	1.959228248998908	5.4949982709145	ATP6V1A;ARF1;ATP6V1B2;GNAS;ATP6V1H;PRKCA;ATP6V1E1;ATP6V1D;ATP6V0A1
Lipid and atherosclerosis	29/215	0.06525513370338427	0.16499468765652445	0	0	1.3942157021667476	3.8054428268477527	CAMK2D;HSP90AB1;ITPR1;HSPD1;NRAS;PPP3CC;CASP6;AKT2;IKBKG;RAC1;APOB;BID;CAMK2G;JUN;HSP90AA1;HSPA6;IL18;TNFRSF10B;APOA1;PRKCA;CYBA;VAV2;PLCB3;BAX;KRAS;CALM1;PLCB1;TP53;BCL2L1
Glycerophospholipid metabolism	15/98	0.06675364030402108	0.16742243656895608	0	0	1.6140610345573911	4.368853970204944	CDS1;AGPAT5;PCYT2;CHKA;AGPAT1;LCLAT1;PISD;PTDSS2;PHOSPHO1;PTDSS1;GPAT4;LPCAT4;GPD2;ETNK1;CDS2
Acute myeloid leukemia	11/67	0.07132474816826596	0.17467597048980793	0	0	1.7534771627774617	4.630077336878329	CEBPA;NRAS;CCND1;JUP;AKT2;RPS6KB2;ARAF;GRB2;KRAS;IKBKG;PIM2
Human papillomavirus infection	42/331	0.07177863111901722	0.17467597048980793	0	0	1.3005339956209208	3.425825637561319	ATP6V1A;TRADD;LAMA4;RBPJ;SLC9A3R1;NRAS;RELN;CCND1;AKT2;CREB3L2;HEY2;ATP6V1H;FADD;IKBKG;BAK1;ATP6V1E1;ATP6V1D;ATP6V0A1;JAK1;FN1;EIF2AK2;PPP2R5A;TSC1;ISG15;HLA-A;PPP2R5C;DLG1;COL2A1;CREB1;PKM;NFX1;CDK4;RPS6KB2;GNAS;ATP6V1B2;CTNNB1;BAX;GRB2;ITGA6;KRAS;TP53;LLGL2
Synthesis and degradation of ketone bodies	3/10	0.07178816823138318	0.17467597048980793	0	0	3.821003401360544	10.064659003605275	HMGCS1;ACAT2;ACAT1
Dopaminergic synapse	19/132	0.07189236084467979	0.17467597048980793	0	0	1.5021769911504426	3.9546090150952917	ATF2;CAMK2D;ATF6B;ITPR1;ITPR2;PPP2R5A;PRKCA;ITPR3;PPP2R5C;PLCB3;PPP3CC;CREB1;AKT2;GNB2;CREB3L2;GNAS;CALM1;PLCB1;CAMK2G
African trypanosomiasis	7/37	0.07383823346996109	0.17801310549734803	0	0	2.0817925778661364	5.424898755006074	PLCB3;LAMA4;IL18;APOA1;PRKCA;PLCB1;KNG1
Protein export	5/23	0.07541990767594015	0.17987825163432336	0	0	2.4775184817389384	6.40360240741372	SRP19;SPCS2;SRP14;SEC62;SEC11C
beta-Alanine metabolism	6/30	0.07576865261767318	0.17987825163432336	0	0	2.2301291604570292	5.753890738473166	HADHA;ECHS1;EHHADH;ACOX3;HIBCH;CNDP2
cGMP-PKG signaling pathway	23/167	0.07718595476062183	0.18185478735267718	0	0	1.4273373135159206	3.6561784414647716	ATF2;ATF6B;NPR2;ITPR1;ITPR2;ITPR3;KNG1;NPPC;PLCB3;PPP3CC;CREB1;AKT2;GNA11;CREB3L2;GNA12;PPIF;VDAC3;VDAC2;VDAC1;CALM1;PLCB1;GTF2I;SLC25A6
Gastric acid secretion	12/76	0.07815977551285723	0.18276458785337293	0	0	1.6738602391629298	4.266669989658602	PLCB3;CAMK2D;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;SLC4A2;EZR;PLCB1;CALM1;CAMK2G
Endocrine and other factor-regulated calcium reabsorption	9/53	0.08190831748891518	0.18989109685832048	0	0	1.8253392130257802	4.567281157844318	PLCB3;GNAS;CLTA;AP2A1;PRKCA;AP2B1;PLCB1;AP2A2;AP2M1
D-Glutamine and D-glutamate metabolism	2/5	0.08282725590478117	0.18989109685832048	0	0	5.942158320938688	14.801905052679055	GLUD1;GLUD2
ErbB signaling pathway	13/85	0.08407878832114772	0.18989109685832048	0	0	1.6119488755954359	3.991186969152709	CAMK2D;JUN;ARAF;GAB1;PRKCA;NRAS;ERBB3;AKT2;ERBB2;RPS6KB2;GRB2;KRAS;CAMK2G
Renin secretion	11/69	0.0844176366029414	0.18989109685832048	0	0	1.6928235334523973	4.184624114893342	PLCB3;PPP3CC;CREB1;ITPR1;GNAS;ITPR2;ITPR3;PLCB1;CALM1;AGT;CTSB
Nitrogen metabolism	4/17	0.08487094039648407	0.18989109685832048	0	0	2.7437297194121015	6.7677482711210715	GLUD1;GLUD2;CPS1;CA4
Selenocompound metabolism	4/17	0.08487094039648407	0.18989109685832048	0	0	2.7437297194121015	6.7677482711210715	MARS2;SEPHS1;SEPHS2;PAPSS2
Vitamin digestion and absorption	5/24	0.087703438407684	0.1948269238913552	0	0	2.346992107876444	5.71209571833787	LMBRD1;RBP2;APOA1;APOB;SLC19A1
Growth hormone synthesis, secretion and action	17/119	0.08980996273180313	0.19669646767317445	0	0	1.4884282384282383	3.5872004170394978	ATF2;ATF6B;ITPR1;ITPR2;PRKCA;ITPR3;PLCB3;NRAS;CREB1;AKT2;GNA11;CREB3L2;GNAS;GRB2;KRAS;PLCB1;BCAR1
Sphingolipid signaling pathway	17/119	0.08980996273180313	0.19669646767317445	0	0	1.4884282384282383	3.5872004170394978	CERS5;CERS6;TRADD;PPP2R5A;PRKCA;PPP2R5C;KNG1;PLCB3;NRAS;AKT2;GNA12;BAX;KRAS;RAC1;PLCB1;BID;TP53
Antigen processing and presentation	12/78	0.09115641063805749	0.19770748360733978	0	0	1.6229560175748516	3.8872692780869365	PDIA3;HSP90AA1;HSP90AB1;CREB1;CTSL;CANX;HSPA6;PSME1;PSME2;HLA-A;CTSB;LGMN
Ubiquinone and other terpenoid-quinone biosynthesis	3/11	0.09154301491786793	0.19770748360733978	0	0	3.3431919642857144	7.993392486535147	VKORC1;COQ3;COQ7
Oxytocin signaling pathway	21/154	0.09534902184655872	0.20114246054240545	0	0	1.410463094673621	3.3148861701105488	JUN;CAMK2D;NPR2;ITPR1;ITPR2;PRKCA;ITPR3;MYL6B;CAMKK2;PLCB3;NRAS;EEF2K;PPP3CC;MAPK7;CCND1;GNAS;KRAS;CALM1;PLCB1;CAMK2G;MAP2K5
Apelin signaling pathway	19/137	0.09572052784654665	0.20114246054240545	0	0	1.4381228813559321	3.3743000764067763	GABARAPL2;SMAD4;SERPINE1;RPS6;ITPR1;ITPR2;ITPR3;NRF1;PLCB3;NRAS;CCND1;CDH1;AKT2;GNB2;RPS6KB2;TFAM;KRAS;CALM1;PLCB1
Insulin signaling pathway	19/137	0.09572052784654665	0.20114246054240545	0	0	1.4381228813559321	3.3743000764067763	RPS6;ARAF;TSC1;PHKB;PYGL;PTPRF;GYS1;NRAS;PRKAR1B;AKT2;MKNK1;RPS6KB2;FLOT1;FLOT2;GRB2;KRAS;CALM1;EIF4E;PCK2
Yersinia infection	19/137	0.09572052784654665	0.20114246054240545	0	0	1.4381228813559321	3.3743000764067763	ACTR3;ACTR2;JUN;ARPC1B;ARPC1A;FN1;IL18;ARPC4;ARPC5;ACTR3B;VAV2;ARPC2;ARPC3;AKT2;RPS6KA1;PKN2;IKBKG;RAC1;BCAR1
Oocyte meiosis	18/129	0.09834159974065466	0.2052633390559973	0	0	1.4481948215081648	3.3588100518547828	YWHAE;CAMK2D;YWHAB;CUL1;ITPR1;ITPR2;PPP2R5A;ITPR3;PPP2R5C;CDC25C;YWHAZ;PPP3CC;YWHAQ;RPS6KA1;CALM1;CAMK2G;MAD1L1;MAD2L1
Other glycan degradation	4/18	0.10078350964209014	0.20895780999126687	0	0	2.547607231478199	5.846199476828332	FUCA2;NEU1;AGA;GBA2
Melanoma	11/72	0.10665783680855502	0.21967276322821597	0	0	1.6093005029064071	3.6018226968973264	NRAS;CCND1;CDH1;CDK4;AKT2;ARAF;BAX;KRAS;BAK1;MET;TP53
GnRH secretion	10/64	0.10737290994825312	0.21969062495991262	0	0	1.652471286617628	3.6874026963486393	PLCB3;NRAS;AKT2;GNA11;ITPR1;ITPR2;PRKCA;ITPR3;KRAS;PLCB1
Base excision repair	6/33	0.10963954420967459	0.2228620800601882	0	0	1.9820058508583098	4.381337234111651	PCNA;PARP1;MPG;POLE2;XRCC1;HMGB1
Focal adhesion	26/201	0.11247319353532352	0.22713742330834816	0	0	1.327377248942728	2.9003728690757518	LAMA4;XIAP;ILK;MYL12B;RELN;CCND1;AKT2;ERBB2;FLNB;RAC1;FLNC;JUN;ACTN1;CAV1;FN1;PRKCA;ACTN4;PARVB;VAV2;COL2A1;CTNNB1;GRB2;ITGA6;MET;BIRC2;BCAR1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	5/26	0.11514535963482521	0.23103359255761702	0	0	2.123232609826453	4.589494578108659	PIGA;PIGK;PIGW;PIGG;PIGV
Vitamin B6 metabolism	2/6	0.11611488485013416	0.23107873182668964	0	0	4.456370847793753	9.595347152906875	PSAT1;PDXP
Glutathione metabolism	9/57	0.11665389355881117	0.23107873182668964	0	0	1.6728544776119403	3.594201288382681	RRM2;GSTO1;GSTP1;MGST3;IDH1;SMS;GPX7;PGD;PRDX6
Spliceosome	20/150	0.12006500893220805	0.2363304922652956	0	0	1.3738407665371146	2.9121604173503197	SF3A3;PRPF38B;HNRNPA3;PRPF38A;CCDC12;DDX46;FUS;BUD31;HSPA6;LSM4;PQBP1;LSM8;HNRNPK;LSM6;DDX39B;TRA2A;TXNL4A;SRSF6;HNRNPA1;CTNNBL1
