Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Organelle biogenesis and maintenance Homo sapiens R-HSA-1852241	15/326	0.011018380806834994	0.10859078915651837	0	0	2.0281508791433014	9.143290360184238	MRPS15;HSP90AA1;PRKAA2;MRPS34;MRPL16;MRPL15;TFB2M;MRPL24;CKAP5;MRPL32;MRPL54;MRPL33;MRPL41;AURKAIP1;PCNT
M Phase Homo sapiens R-HSA-68886	13/268	0.011560002956540435	0.11257240974345327	0	0	2.1406211286257424	9.54760726284157	PSMD10;NUDC;ERCC6L;H3F3A;NEK7;BUB1B;VRK1;CENPA;CKAP5;PSMA4;KIF2C;HIST1H2BH;HIST1H2BD
B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924	5/58	0.011773898124851578	0.11330645489563047	0	0	3.9341844773948527	17.475136873925308	H3F3A;DDX21;POLR2F;HIST1H2BH;HIST1H2BD
Platelet degranulation Homo sapiens R-HSA-114608	7/105	0.012235876313526396	0.11638310261005338	0	0	2.9846390168970816	13.142508592194138	CAP1;CD63;ITIH3;WDR1;A1BG;PFN1;VCL
Terminal pathway of complement Homo sapiens R-HSA-166665	2/8	0.014162203067316765	0.1328195161854986	0	0	13.845390070921987	58.94229858120675	C5;C8B
mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	8/134	0.014288652107975398	0.1328195161854986	0	0	2.6548987411056375	11.278778752397908	SF3B2;HNRNPU;POLR2F;RNPS1;SRSF5;SRSF11;SRRM1;SNRPB
Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005	7/110	0.01549279354190744	0.14239443952000322	0	0	2.8390228625117446	11.831287936988286	CAP1;CD63;ITIH3;WDR1;A1BG;PFN1;VCL
Cell Cycle Homo sapiens R-HSA-1640170	22/566	0.01584556689067186	0.14401859685077315	0	0	1.706078431372549	7.071465646220331	PSMD10;DIDO1;NUDC;HSP90AA1;ERCC6L;HSP90AB1;RFC1;H3F3A;NEK7;BUB1B;VRK1;HMMR;CENPA;CKAP5;PSMA4;DKC1;UBE2V2;ATM;KIF2C;HIST1H2BH;PCNT;HIST1H2BD
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	10/193	0.016621280079113215	0.14940886928257813	0	0	2.2881035176117144	9.374523647257123	SF3B2;CHTOP;HNRNPU;POLR2F;RNPS1;SRSF5;RNPC3;SRSF11;SRRM1;SNRPB
Role of Abl in Robo-Slit signaling Homo sapiens R-HSA-428890	2/9	0.017926636569026717	0.157677297994235	0	0	11.866869300911855	47.72223035652416	CAP1;CAP2
Pentose phosphate pathway (hexose monophosphate shunt) Homo sapiens R-HSA-71336	2/9	0.017926636569026717	0.157677297994235	0	0	11.866869300911855	47.72223035652416	G6PD;PGLS
Pyrimidine metabolism Homo sapiens R-HSA-73848	3/24	0.01829466228131285	0.15920248666078632	0	0	5.9418215047212914	23.77409499159111	UPP1;UMPS;DHODH
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	7/114	0.018508778147462636	0.15937032131183615	0	0	2.7323284092051052	10.900651962580067	ERCC6L;NUDC;BUB1B;KIF2C;PFN1;CKAP5;CENPA
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription Homo sapiens R-HSA-504046	7/116	0.020161619089538122	0.17055258261446557	0	0	2.6819177271382064	10.470138490318298	NFIC;H3F3A;MBD2;POLR2F;HIST1H2BH;TFB2M;HIST1H2BD
Amino acid synthesis and interconversion (transamination) Homo sapiens R-HSA-70614	3/25	0.020432949995376072	0.17055258261446557	0	0	5.671447955030045	22.065372194915977	PSAT1;PHGDH;PSPH
Sulfur amino acid metabolism Homo sapiens R-HSA-1614635	3/25	0.020432949995376072	0.17055258261446557	0	0	5.671447955030045	22.065372194915977	GCLC;CTH;CNDP2
Semaphorin interactions Homo sapiens R-HSA-373755	5/67	0.02091855658647785	0.17284221502766547	0	0	3.3615389928852664	12.999470095071858	HSP90AA1;MYL6;HSP90AB1;DPYSL2;MET
Mitotic Anaphase Homo sapiens R-HSA-68882	9/173	0.021915194550614667	0.17767999313870153	0	0	2.2951588263182847	8.768826588109068	PSMD10;ERCC6L;NUDC;PSMA4;BUB1B;VRK1;KIF2C;CKAP5;CENPA
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation Homo sapiens R-HSA-1474151	2/10	0.022062059633939514	0.17767999313870153	0	0	10.382978723404255	39.59960002889824	HSP90AA1;SPR
Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236	5/68	0.02215569596595056	0.17767999313870153	0	0	3.3080112844566805	12.602400457631942	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1
Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396	9/174	0.02264803473829909	0.17856472100603873	0	0	2.2811309640683293	8.640199142399306	PSMD10;ERCC6L;NUDC;PSMA4;BUB1B;VRK1;KIF2C;CKAP5;CENPA
Regulation of Complement cascade Homo sapiens R-HSA-977606	3/26	0.022702605115682187	0.17856472100603873	0	0	5.424585148790211	20.533549794475903	C4A;C5;C8B
Cell Cycle, Mitotic Homo sapiens R-HSA-69278	18/462	0.026803240270201298	0.20881000515261583	0	0	1.7041314442195499	6.16764789555091	PSMD10;NUDC;HSP90AA1;ERCC6L;HSP90AB1;RFC1;H3F3A;NEK7;BUB1B;VRK1;HMMR;CENPA;CKAP5;PSMA4;KIF2C;HIST1H2BH;PCNT;HIST1H2BD
Transcriptional regulation by small RNAs Homo sapiens R-HSA-5578749	5/72	0.02757476860765043	0.2127939690665854	0	0	3.1098788711687813	11.167121311396041	IPO8;H3F3A;POLR2F;HIST1H2BH;HIST1H2BD
Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	5/73	0.029049650625694073	0.22002420566497918	0	0	3.063987907796952	10.842683600597352	H3F3A;DDX21;POLR2F;HIST1H2BH;HIST1H2BD
NoRC negatively regulates rRNA expression Homo sapiens R-HSA-427413	5/73	0.029049650625694073	0.22002420566497918	0	0	3.063987907796952	10.842683600597352	H3F3A;MBD2;POLR2F;HIST1H2BH;HIST1H2BD
Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	6/99	0.029844089887825203	0.2239675736535873	0	0	2.69071023120587	9.449151304645508	ERCC6L;NUDC;BUB1B;KIF2C;CKAP5;CENPA
Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	5/74	0.030573464845690346	0.22508248965942723	0	0	3.0194271172764795	10.530622881704899	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1
TP53 Regulates Transcription of Caspase Activators and Caspases Homo sapiens R-HSA-6803207	2/12	0.031368464329064434	0.22508248965942723	0	0	8.305531914893617	28.753354580170335	APAF1;ATM
Caspase-mediated cleavage of cytoskeletal proteins Homo sapiens R-HSA-264870	2/12	0.031368464329064434	0.22508248965942723	0	0	8.305531914893617	28.753354580170335	CASP7;CASP8
The NLRP3 inflammasome Homo sapiens R-HSA-844456	2/12	0.031368464329064434	0.22508248965942723	0	0	8.305531914893617	28.753354580170335	HSP90AB1;SUGT1
Purine ribonucleoside monophosphate biosynthesis Homo sapiens R-HSA-73817	2/12	0.031368464329064434	0.22508248965942723	0	0	8.305531914893617	28.753354580170335	ATIC;GART
Gene Silencing by RNA Homo sapiens R-HSA-211000	6/101	0.03247700500094685	0.23101034861543063	0	0	2.6337926360966795	9.026594643040678	IPO8;HSP90AA1;H3F3A;POLR2F;HIST1H2BH;HIST1H2BD
Negative epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250941	5/76	0.03376941532086383	0.2341526729535708	0	0	2.934071236842899	9.941219455508756	H3F3A;MBD2;POLR2F;HIST1H2BH;HIST1H2BD
RNA Polymerase I Promoter Clearance Homo sapiens R-HSA-73854	5/76	0.03376941532086383	0.2341526729535708	0	0	2.934071236842899	9.941219455508756	H3F3A;MBD2;POLR2F;HIST1H2BH;HIST1H2BD
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	4/52	0.0340637751607273	0.2341526729535708	0	0	3.4686609686609686	11.722411792354235	SF3B2;POLR2F;RNPC3;SNRPB
Nonhomologous End-Joining (NHEJ) Homo sapiens R-HSA-5693571	4/52	0.0340637751607273	0.2341526729535708	0	0	3.4686609686609686	11.722411792354235	UBE2V2;HIST1H2BH;ATM;HIST1H2BD
Purine salvage Homo sapiens R-HSA-74217	2/13	0.03650249782103007	0.24882536014668832	0	0	7.550096711798839	24.99364828626234	GMPR2;AMPD2
Meiotic recombination Homo sapiens R-HSA-912446	4/54	0.03837529572343989	0.2536113425815054	0	0	3.3295726495726496	10.85554344368766	H3F3A;HIST1H2BH;ATM;HIST1H2BD
AUF1 (hnRNP D0) binds and destabilizes mRNA Homo sapiens R-HSA-450408	4/54	0.03837529572343989	0.2536113425815054	0	0	3.3295726495726496	10.85554344368766	PSMD10;PSMA4;HSPB1;HSPA1A
Separation of Sister Chromatids Homo sapiens R-HSA-2467813	8/162	0.03869199272389691	0.2536113425815054	0	0	2.1690550828481863	7.054033070137904	PSMD10;ERCC6L;NUDC;PSMA4;BUB1B;KIF2C;CKAP5;CENPA
RNA Polymerase I Transcription Homo sapiens R-HSA-73864	5/79	0.038939048034987656	0.2536113425815054	0	0	2.8146883500202557	9.135796459224348	H3F3A;MBD2;POLR2F;HIST1H2BH;HIST1H2BD
DNA methylation Homo sapiens R-HSA-5334118	3/32	0.039064827830403034	0.2536113425815054	0	0	4.300933754870965	13.94591860221153	H3F3A;HIST1H2BH;HIST1H2BD
Signaling by Robo receptor Homo sapiens R-HSA-376176	3/32	0.039064827830403034	0.2536113425815054	0	0	4.300933754870965	13.94591860221153	CAP1;PFN1;CAP2
Mitotic Prometaphase Homo sapiens R-HSA-68877	6/107	0.04126335343829784	0.26577498513801284	0	0	2.4765648238643605	7.894745049704845	ERCC6L;NUDC;BUB1B;KIF2C;CKAP5;CENPA
Synthesis of Prostaglandins (PG) and Thromboxanes (TX) Homo sapiens R-HSA-2162123	2/14	0.04193358005675239	0.26786177410302214	0	0	6.920567375886525	21.94974443882456	CBR1;PTGR1
Smooth Muscle Contraction Homo sapiens R-HSA-445355	3/33	0.042242260219180754	0.26786177410302214	0	0	4.157356076759062	13.155263732727901	MYL6;ANXA1;VCL
Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702	4/57	0.045401350327779325	0.2801203466500476	0	0	3.140622480245122	9.71147501660478	EIF4A2;RPS15;RPS8;RPS24
Translation initiation complex formation Homo sapiens R-HSA-72649	4/57	0.045401350327779325	0.2801203466500476	0	0	3.140622480245122	9.71147501660478	EIF4A2;RPS15;RPS8;RPS24
RNA Polymerase I Chain Elongation Homo sapiens R-HSA-73777	4/57	0.045401350327779325	0.2801203466500476	0	0	3.140622480245122	9.71147501660478	H3F3A;POLR2F;HIST1H2BH;HIST1H2BD
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 Homo sapiens R-HSA-5625886	3/34	0.04554523973649918	0.2801203466500476	0	0	4.023041474654378	12.427372916373413	H3F3A;HIST1H2BH;HIST1H2BD
Glycogen synthesis Homo sapiens R-HSA-3322077	2/15	0.04764489483849146	0.2880579515806878	0	0	6.387888707037643	19.444604146539334	GYS1;UGP2
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S Homo sapiens R-HSA-72662	4/58	0.04789227556842732	0.2880579515806878	0	0	3.0823045267489713	9.366510229804137	EIF4A2;RPS15;RPS8;RPS24
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565	4/58	0.04789227556842732	0.2880579515806878	0	0	3.0823045267489713	9.366510229804137	UBE2V2;HIST1H2BH;ATM;HIST1H2BD
SIRT1 negatively regulates rRNA Expression Homo sapiens R-HSA-427359	3/35	0.048972220042240965	0.2924034744127964	0	0	3.8971215351812365	11.755675215152875	H3F3A;HIST1H2BH;HIST1H2BD
Telomere Maintenance Homo sapiens R-HSA-157579	4/59	0.05045742398841534	0.29386491149832894	0	0	3.026107226107226	9.037848667209163	RFC1;DKC1;HIST1H2BH;HIST1H2BD
DNA Double Strand Break Response Homo sapiens R-HSA-5693606	4/59	0.05045742398841534	0.29386491149832894	0	0	3.026107226107226	9.037848667209163	UBE2V2;HIST1H2BH;ATM;HIST1H2BD
The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276	4/59	0.05045742398841534	0.29386491149832894	0	0	3.026107226107226	9.037848667209163	PSMD10;HSP90AA1;HSP90AB1;PSMA4
Meiosis Homo sapiens R-HSA-1500620	5/85	0.050653976187364766	0.29386491149832894	0	0	2.602783725910064	7.763420749019641	DIDO1;H3F3A;HIST1H2BH;ATM;HIST1H2BD
Chromosome Maintenance Homo sapiens R-HSA-73886	5/86	0.05278643750193206	0.3037271992481557	0	0	2.5705184127739447	7.561182447657312	RFC1;DKC1;HIST1H2BH;CENPA;HIST1H2BD
RHO GTPases activate PKNs Homo sapiens R-HSA-5625740	4/60	0.05309656417174361	0.3037271992481557	0	0	2.971916971916972	8.724487426642948	MYL6;H3F3A;HIST1H2BH;HIST1H2BD
Sema3A PAK dependent Axon repulsion Homo sapiens R-HSA-399954	2/16	0.05362025129539057	0.30459281638631586	0	0	5.931306990881459	17.353986796469474	HSP90AA1;HSP90AB1
Epigenetic regulation of gene expression Homo sapiens R-HSA-212165	6/115	0.05511521445833818	0.3109258305304871	0	0	2.2938536047564675	6.64834351736774	H3F3A;MBD2;DDX21;POLR2F;HIST1H2BH;HIST1H2BD
Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465	3/37	0.05619130469936133	0.3148252550964217	0	0	3.667502822024332	10.558715886219238	CASP7;CASP8;ACIN1
Inflammasomes Homo sapiens R-HSA-622312	2/17	0.05984406384870079	0.33150917656330176	0	0	5.535602836879432	15.588329749175248	HSP90AB1;SUGT1
Glutathione conjugation Homo sapiens R-HSA-156590	3/38	0.0599796554173211	0.33150917656330176	0	0	3.5625342674383185	10.024080262895227	GCLC;GSS;CNDP2
Intra-Golgi and retrograde Golgi-to-ER traffic Homo sapiens R-HSA-6811442	8/179	0.062462116900148384	0.34291282969343206	0	0	1.951703972575116	5.412455767722143	GOSR1;ARFIP2;KIF2C;KIF11;PAFAH1B3;YKT6;IGF2R;PAFAH1B2
PRC2 methylates histones and DNA Homo sapiens R-HSA-212300	3/40	0.0679037510290575	0.3703017889451269	0	0	3.3696190860369963	9.063143157887675	H3F3A;HIST1H2BH;HIST1H2BD
Glycosphingolipid metabolism Homo sapiens R-HSA-1660662	3/41	0.07203511078873781	0.38766263569202325	0	0	3.2807765682863876	8.630416184870139	GLTP;SMPD1;ARSE
Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718	3/41	0.07203511078873781	0.38766263569202325	0	0	3.2807765682863876	8.630416184870139	H3F3A;HIST1H2BH;HIST1H2BD
Intrinsic Pathway for Apoptosis Homo sapiens R-HSA-109606	3/42	0.07627627771030471	0.4078038899805833	0	0	3.196490077087092	8.225826138799997	CASP7;CASP8;APAF1
eNOS activation and regulation Homo sapiens R-HSA-203765	2/20	0.07985905710537497	0.42144973362707566	0	0	4.612293144208038	11.657533951050336	HSP90AA1;SPR
Metabolism of nitric oxide Homo sapiens R-HSA-202131	2/20	0.07985905710537497	0.42144973362707566	0	0	4.612293144208038	11.657533951050336	HSP90AA1;SPR
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression Homo sapiens R-HSA-427389	3/43	0.0806248554806534	0.4227636652767595	0	0	3.1164179104477614	7.846979168344726	H3F3A;HIST1H2BH;HIST1H2BD
Kinesins Homo sapiens R-HSA-983189	3/44	0.0850783804249762	0.4409453934794313	0	0	3.0402517031566902	7.491734509676196	KIFC1;KIF2C;KIF11
CLEC7A (Dectin-1) signaling Homo sapiens R-HSA-5607764	5/99	0.08517038162561143	0.4409453934794313	0	0	2.2135404802041094	5.452174963623477	PSMD10;PPP3CA;CASP8;PSMA4;NFKB2
Mitochondrial tRNA aminoacylation Homo sapiens R-HSA-379726	2/21	0.08693227516779654	0.44723648482551936	0	0	4.369316909294513	10.67260669086358	AARS2;NARS2
Phase II conjugation Homo sapiens R-HSA-156580	5/100	0.08801396225886027	0.44997138204842313	0	0	2.190127352642849	5.322578494984905	GCLC;UGP2;GSS;CNDP2;SULT2A1
AURKA Activation by TPX2 Homo sapiens R-HSA-8854518	4/72	0.09037714019103778	0.4591832340140925	0	0	2.4459527400703873	5.879492940625909	HSP90AA1;HMMR;PCNT;CKAP5
Post-chaperonin tubulin folding pathway Homo sapiens R-HSA-389977	2/22	0.09418443980042754	0.47557328244907243	0	0	4.150638297872341	9.805884197473919	TUBB3;TBCB
Binding and Uptake of Ligands by Scavenger Receptors Homo sapiens R-HSA-2173782	4/74	0.09755286979063721	0.4895598005444248	0	0	2.375824175824176	5.5294000394952905	HSP90AA1;HSPH1;HP;APOE
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways Homo sapiens R-HSA-168643	3/47	0.09904314220476326	0.49400786782619727	0	0	2.832525683271952	6.549365159524982	HSP90AB1;CASP8;SUGT1
Biological oxidations Homo sapiens R-HSA-211859	8/199	0.10006722463023895	0.49471085949142546	0	0	1.7455316844195703	4.018062202912116	GCLC;UGP2;AADAC;GSS;ALDH1A1;CYP51A1;SULT2A1;CNDP2
Deadenylation of mRNA Homo sapiens R-HSA-429947	2/23	0.10160320830630744	0.49471085949142546	0	0	3.952786220871327	9.038757853753438	EIF4A2;CNOT2
RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980	2/23	0.10160320830630744	0.49471085949142546	0	0	3.952786220871327	9.038757853753438	NFIC;POLR2F
Branched-chain amino acid catabolism Homo sapiens R-HSA-70895	2/23	0.10160320830630744	0.49471085949142546	0	0	3.952786220871327	9.038757853753438	ALDH6A1;BCAT1
Axon guidance Homo sapiens R-HSA-422475	17/515	0.10438020872995252	0.5007335595072439	0	0	1.4277329096606206	3.226269747587204	CAP1;PSMD10;HSP90AA1;HSP90AB1;DAB2IP;PEBP1;KALRN;VAV2;MYL6;PSMA4;PTPRA;DPYSL2;PEA15;PFN1;MET;VCL;CAP2
Diseases associated with the TLR signaling cascade Homo sapiens R-HSA-5602358	2/24	0.10917671872103797	0.5007335595072439	0	0	3.7729206963249515	8.356217358741096	IRAK4;NFKB2
Diseases of Immune System Homo sapiens R-HSA-5260271	2/24	0.10917671872103797	0.5007335595072439	0	0	3.7729206963249515	8.356217358741096	IRAK4;NFKB2
Mitotic Prophase Homo sapiens R-HSA-68875	5/107	0.10926777746412308	0.5007335595072439	0	0	2.0390897258260905	4.514450315432041	NEK7;H3F3A;VRK1;HIST1H2BH;HIST1H2BD
Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	SORD
PTK6 Regulates Proteins Involved in RNA Processing Homo sapiens R-HSA-8849468	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	KHDRBS1
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production Homo sapiens R-HSA-3134973	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	IRF3
FasL/ CD95L signaling Homo sapiens R-HSA-75157	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	CASP8
SMAC binds to IAPs Homo sapiens R-HSA-111463	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	CASP7
SMAC-mediated dissociation of IAP:caspase complexes Homo sapiens R-HSA-111464	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	CASP7
SMAC-mediated apoptotic response Homo sapiens R-HSA-111469	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	CASP7
Beta oxidation of hexanoyl-CoA to butanoyl-CoA Homo sapiens R-HSA-77350	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	ACADS
Vitamin B2 (riboflavin) metabolism Homo sapiens R-HSA-196843	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	FLAD1
Serotonin and melatonin biosynthesis Homo sapiens R-HSA-209931	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	DDC
Alpha-oxidation of phytanate Homo sapiens R-HSA-389599	1/5	0.11257069709267352	0.5007335595072439	0	0	10.363057324840764	22.634718671008756	HACL1
G2/M DNA damage checkpoint Homo sapiens R-HSA-69473	4/78	0.1126685526505699	0.5007335595072439	0	0	2.246939246939247	4.905753541556132	UBE2V2;HIST1H2BH;ATM;HIST1H2BD
Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695	3/50	0.11385873113489897	0.5007335595072439	0	0	2.651317878691648	5.760775001550457	RPS15;RPS8;RPS24
Regulation of ornithine decarboxylase (ODC) Homo sapiens R-HSA-350562	3/50	0.11385873113489897	0.5007335595072439	0	0	2.651317878691648	5.760775001550457	PSMD10;NQO1;PSMA4
G2/M Transition Homo sapiens R-HSA-69275	7/173	0.11607218117179925	0.5032575976082605	0	0	1.7558492032646715	3.781296813268793	PSMD10;HSP90AA1;HSP90AB1;PSMA4;HMMR;PCNT;CKAP5
Metal ion SLC transporters Homo sapiens R-HSA-425410	2/25	0.11689357401658865	0.5032575976082605	0	0	3.608695652173913	7.7460341174103595	SLC30A1;CP
Synthesis and interconversion of nucleotide di- and triphosphates Homo sapiens R-HSA-499943	2/25	0.11689357401658865	0.5032575976082605	0	0	3.608695652173913	7.7460341174103595	DTYMK;CTPS2
Glyoxylate metabolism and glycine degradation Homo sapiens R-HSA-389661	2/25	0.11689357401658865	0.5032575976082605	0	0	3.608695652173913	7.7460341174103595	GRHPR;AGXT
Autodegradation of the E3 ubiquitin ligase COP1 Homo sapiens R-HSA-349425	3/51	0.11897368661900277	0.5079941087345761	0	0	2.5959488272921107	5.526393270148505	PSMD10;PSMA4;ATM
Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	7/175	0.12124622198963193	0.5079941087345761	0	0	1.7347670250896057	3.660240300047383	PSMD10;HSP90AA1;HSP90AB1;PSMA4;HMMR;PCNT;CKAP5
Vesicle-mediated transport Homo sapiens R-HSA-5653656	16/492	0.1234254474482596	0.5079941087345761	0	0	1.4043933362818812	2.938156535192851	HSP90AA1;PRKAA2;GOSR1;HP;KIF11;GNS;IGF2R;HSPH1;PPP6R1;ARFIP2;KIF2C;APOE;PAFAH1B3;YKT6;VPS36;PAFAH1B2
Deposition of new CENPA-containing nucleosomes at the centromere Homo sapiens R-HSA-606279	3/52	0.12417225544499247	0.5079941087345761	0	0	2.5428397371741873	5.3045811567939785	HIST1H2BH;CENPA;HIST1H2BD
Nucleosome assembly Homo sapiens R-HSA-774815	3/52	0.12417225544499247	0.5079941087345761	0	0	2.5428397371741873	5.3045811567939785	HIST1H2BH;CENPA;HIST1H2BD
p53-Independent DNA Damage Response Homo sapiens R-HSA-69610	3/52	0.12417225544499247	0.5079941087345761	0	0	2.5428397371741873	5.3045811567939785	PSMD10;PSMA4;ATM
p53-Independent G1/S DNA damage checkpoint Homo sapiens R-HSA-69613	3/52	0.12417225544499247	0.5079941087345761	0	0	2.5428397371741873	5.3045811567939785	PSMD10;PSMA4;ATM
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A Homo sapiens R-HSA-69601	3/52	0.12417225544499247	0.5079941087345761	0	0	2.5428397371741873	5.3045811567939785	PSMD10;PSMA4;ATM
Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	4/81	0.12464175043856092	0.5079941087345761	0	0	2.1590631590631593	4.495842375687197	UBE2V2;HIST1H2BH;ATM;HIST1H2BD
ZBP1(DAI) mediated induction of type I IFNs Homo sapiens R-HSA-1606322	2/26	0.12474282688613944	0.5079941087345761	0	0	3.458156028368794	7.1981553899848265	IRF3;NFKB2
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567	5/112	0.1258347553487601	0.5079941087345761	0	0	1.943304849006384	4.028054498341211	RFC1;UBE2V2;HIST1H2BH;ATM;HIST1H2BD
Arachidonic acid metabolism Homo sapiens R-HSA-2142753	3/53	0.12945165410542883	0.5079941087345761	0	0	2.4918550106609807	5.09446748180062	CBR1;EPHX2;PTGR1
Uptake and actions of bacterial toxins Homo sapiens R-HSA-5339562	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	HSP90AA1;HSP90AB1
VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	HSP90AA1;VAV2
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-167160	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	RNMT;POLR2F
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-77075	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	RNMT;POLR2F
Sema4D in semaphorin signaling Homo sapiens R-HSA-400685	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	MYL6;MET
Peroxisomal lipid metabolism Homo sapiens R-HSA-390918	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	GNPAT;HACL1
Pyruvate metabolism Homo sapiens R-HSA-70268	2/27	0.13271396493646875	0.5079941087345761	0	0	3.3196595744680852	6.704248723373929	GLO1;PDK1
Synthesis of Dolichyl-phosphate Homo sapiens R-HSA-446199	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	MVD
IRF3 mediated activation of type 1 IFN Homo sapiens R-HSA-1606341	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	IRF3
Telomere Extension By Telomerase Homo sapiens R-HSA-171319	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	DKC1
Sensing of DNA Double Strand Breaks Homo sapiens R-HSA-5693548	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	ATM
CLEC7A/inflammasome pathway Homo sapiens R-HSA-5660668	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	CASP8
Synthesis of Lipoxins (LX) Homo sapiens R-HSA-2142700	1/6	0.13351923395835436	0.5079941087345761	0	0	8.290021231422505	16.69203846878557	PTGR1
Stabilization of p53 Homo sapiens R-HSA-69541	3/54	0.1348090895437327	0.508174355975914	0	0	2.442869685187508	4.895255942815792	PSMD10;PSMA4;ATM
Mitochondrial protein import Homo sapiens R-HSA-1268020	3/54	0.1348090895437327	0.508174355975914	0	0	2.442869685187508	4.895255942815792	TIMM17A;TOMM7;CYC1
TP53 Regulates Metabolic Genes Homo sapiens R-HSA-5628897	4/84	0.13712734617437397	0.5145420604157702	0	0	2.077777777777778	4.128222909961904	G6PD;SURF1;PRKAA2;NDUFA4
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	11/320	0.13795864155152404	0.5152975743796652	0	0	1.4841030825067216	2.9397133710333065	PSMD10;HSP90AA1;PSMA4;PTPRA;PEA15;DAB2IP;PEBP1;HSPB1;CYBA;VCL;VAV2
Cell Cycle Checkpoints Homo sapiens R-HSA-69620	7/182	0.14026274718288612	0.5211396432845181	0	0	1.664774193548387	3.270012482179778	PSMD10;PSMA4;UBE2V2;BUB1B;HIST1H2BH;ATM;HIST1H2BD
Extension of Telomeres Homo sapiens R-HSA-180786	2/28	0.14079689629080502	0.5211396432845181	0	0	3.1918166939443533	6.257355157466297	RFC1;DKC1
